landcover_propforest,landcover_prophighshrub,landcover_proplowshrub,landcover_propreed,landcover_propsaltmarsh,landcover_propswamp,lidar_C_ppr,lidar_HH_reedveg_prop,lidar_HH_sd,lidar_HH_sd_low,lidar_VD_1_2,lidar_VD_2_3,lidar_VV_kurt,lidar_VV_p25,lidar_VV_std,optical_NDVImed,optical_NDVIsd_hor_100m,optical_NDVIstd,radar_VHsd_hor_100m,radar_VHstd,radar_VVmax,radar_VVstd,occurrence,x,y
0,0,0,0,0,0,0,0,0.484726578,0.484726578,0,0,-3,0,0,0.269232363,0.131017804,0.111736454,1.833776236,3.392687798,-11.91634464,2.434388638,0,221218.1965,534986.6526
0,0,10948,1464.744019,0,2038.744019,0.419452876,121,0.22497189,0.22497189,0.354275733,0.017452007,-1.321743488,0.169,0.675130725,0.317329258,0.045662433,0.195814162,0.452272385,2.589287996,-7.712774754,2.68052578,0,188999.6181,514591.1913
43.75999832,0,0,0,60.95999908,0,0.641281486,1,4.57602787,1.151512861,0.060029283,0.07320644,-0.915913463,1.414000034,2.903664589,0.685736477,0.031933408,0.099286638,1.658872485,1.943713427,-3.728492498,2.112232685,0,264441.7714,552106.2558
43.20199966,0,0,0,0,0,0.991839767,10,0.832197011,0.832197011,0,0,-0.191104084,0.127499998,0.020422803,0.548652112,0.074621394,0.10534893,0.889940679,2.262935162,-9.488454819,2.36577034,0,238431.0366,570436.3381
0,0,0,0,152.3999939,0,0.999301195,5,5.421319962,1.779042244,0,0,-3,0.165999994,0,0.696198106,0.160129651,0.144327059,1.721648812,2.493935347,-7.301151276,1.997947454,0,243417.0492,451221.9292
262.5599976,0,0,0,30.96347237,0,0.999006927,4,2.144255877,0.824840486,0,0,-2,0.096249998,0.0025,0.671402693,0.031139435,0.116835922,0.965494156,3.076920033,-9.092243195,2.580104113,0,201695.1285,498423.9784
0,0,0,0,0,123,0.596711814,27,2.592365265,1.464494467,0.510791361,0.189448446,0.072107509,1.070000052,0.874562144,0.718377233,0.035817225,0.084251352,1.441990495,2.096084595,-5.649203777,2.169563532,0,267131.0235,576442.1003
0,0,0,0,0,0,0.96038413,0,0.506908357,0.066228926,0,0,-0.904532552,0.128999993,0.05915951,0.765260696,0.021081742,0.132529616,0.59097445,3.047935009,-8.634708405,2.624660015,0,217611.5591,546855.6593
304.7633057,0,0,0,0,0,0.959241033,16,4.914097309,0.995838404,0,0,1.147279382,0.056000002,0.036280144,0.6767838,0.061024845,0.039501112,1.430573702,2.446150303,-6.745695114,2.681817293,0,215729.879,520143.2046
173.9683838,0,0,0,60.5376091,0,0.997693181,0,4.229833126,0.437697917,0,0,-2,6.049250126,0.600499988,0.759845495,0.082906708,0.063357852,1.552029729,1.990582347,-5.270291805,2.150675058,0,247650.9192,529861.9336
86,0,0,375.2001038,0,4553.200195,0.50531286,88,2.323450804,0.742153525,0.076372318,0.069212407,20.75673866,0.192499995,1.365717292,0.573664665,0.078630783,0.161168844,0.943113029,2.207986593,-8.653897285,1.87606442,0,194754.8613,529168.7099
0,0,0,0,0,0,0.977601171,11,0.505771577,0.505771577,0,0,3.98749423,0.2245,0.18391481,0.579970241,0.038295053,0.145196259,0.521478117,2.691378832,-7.34552145,2.300508022,0,210132.6981,594126.2687
129.8761902,0,0,42.89199829,0,0,0.429008573,5,6.59428978,1.446725368,0.030075189,0.076262087,-1.061460137,2.030499935,3.36281848,0.719138861,0.034302428,0.057227887,1.579450965,1.794822454,-4.351403713,2.310708284,0,211277.8089,530717.3548
298.0001526,332,0,298.0001526,0,2255,0.990043581,14,4.510922432,1.459705949,0,0.25,0.040564325,2.663749933,1.582878113,0.557722867,0.169662461,0.110666685,2.653242826,2.168672085,-6.336517334,2.570184469,0,197660.5441,525764.8064
43.75999832,0,0,0,0,0,0.479283303,39,1.552024603,1.381444097,0.303225815,0.030107526,3.606698036,0.186000004,0.933601499,0.642314255,0.054444376,0.15323399,0.698958814,2.039153814,-7.01656723,2.044670582,0,215113.4752,594574.6211
388.8179932,0,0,0,0,0,0.993694842,2,0.264456779,0.264456779,0,0,-0.251123339,0.243000001,0.14132148,0.59899503,0.031243242,0.13215512,0.680359662,2.387192249,-8.078692436,1.836034775,0,210564.8235,593209.5069
43.72395325,0,0,0,0,0,0.848772764,1,0.207845613,0.207845613,0,0,5.074855328,0.150000006,0.124889351,0.636976838,0.039736141,0.090734176,0.692496598,2.527701855,-9.674514771,2.47901845,0,244288.0567,583748.2493
175.6159973,0,0,0,0,2624,0.62705189,53,0.898664176,0.898664176,0.334507048,0.028169014,-1.067479849,0.237000003,0.616426706,0.640565276,0.163957179,0.174911141,1.407558203,2.349689245,-6.942040443,2.33759737,0,250305.1095,588728.1647
0,0,0,0,0,0,0.961408257,10,0.275479883,0.275479883,0.01754386,0,1.389997125,0.215000004,0.212755442,0.611102521,0.070962228,0.04572371,0.49079904,2.633073807,-8.999896049,2.09202075,0,226246.2976,500410.9033
0,0,0,41.01698685,0,4715.01709,0.782931328,109,1.855950952,0.411388397,0.623931646,0.200854704,-0.26915586,1.193500042,0.650642455,0.636703968,0.035203759,0.179725453,1.038681865,2.789704323,-7.478402615,2.399057865,0,241467.8077,572174.4805
304.6459961,0,0,0,0,0,0.50900805,37,2.25323081,1.386795878,0.385069579,0.316744,-0.829916537,1.055999994,0.877530217,0.647585034,0.102460295,0.137748733,1.417692065,2.446686745,-6.560246944,2.130972147,0,170203.1786,440571.6671
0,0,0,0,0,0,0.918949783,8,2.464906454,1.638799787,0.366197169,0.28169015,-0.643868983,1.161499977,1.098420858,0.55367589,0.042611655,0.072592996,1.565280557,2.667397022,-6.013370514,2.4189744,0,238093.0353,546314.5124
0,0,0,0,30.96347237,0,0,1,0.677318871,0.677318871,0,0,-3,0.093999997,0,0.266382217,0.128111973,0.200068593,0.952776372,4.475444794,-6.618405342,4.963441372,0,162978.1617,475117.848
130.0986481,0,0,0,0,164,0.63645941,37,0.751636386,0.751636386,0.272463769,0.06666667,-0.0726621,0.152999997,0.801283121,0.631351292,0.127887249,0.06560912,0.829567075,2.602567434,-7.771796227,2.035610199,0,203455.9289,520062.2934
301.7906494,0,0,214.4599915,0,0,0.389961392,4,6.364126205,1.784600735,0.195439741,0.241042346,2.279932022,1.845499992,4.544282913,0.56490314,0.07594496,0.08959046,1.956499696,2.073352814,-6.506349564,1.795719624,0,252284.5467,556998.8861
341.0960999,0,0,500.4159851,0,1845.767822,0.998812377,7,9.212991714,0.549342036,0,0,-3,0.244000003,0,0.524808824,0.046438508,0.131564185,1.471821904,1.859991908,-8.933064461,2.219043255,0,178236.3816,443629.7099
86.96199799,0,0,0,0,0,0,0,0.213834912,0.213834912,0,0,-3,0.122000001,0,0.069378182,0.259991318,0.109167688,1.761597395,3.535898447,-7.076826572,3.758151054,0,199351.7871,432692.5289
0,0,0,0,0,4797,0.867486358,98,1.040704846,0.804251254,0.561855674,0,-1.348334908,0.29824999,0.48600316,0.338307738,0.037082043,0.153739393,1.026943564,2.47386384,-10.51407051,2.6464715,0,208475.0191,596520.0474
0,0,0,0,0,1434.575317,0.771886587,0,0.042884313,0.042884313,0,0,-0.802155674,0.045499999,0.019405825,0.369184792,0.077348702,0.093190722,2.063648701,3.93042469,-6.559824944,2.981707573,0,206938.8164,594733.804
42.09600067,0,0,83.69934845,30.71952057,3853.753906,0.995790482,33,1.834389806,0.658612669,0,0,3.099549532,0.079000004,0.024064727,0.490663409,0.047604606,0.142128438,0.950987458,2.214319468,-7.060564995,1.998065829,0,203428.6678,527575.5204
0,0,0,0,0,0,0,0,2.077626467,0.035663389,0,0,-0.865957081,0,0.055941239,0.212248698,0.056239277,0.144858137,1.589631319,5.671432495,-7.405273438,3.093244791,0,235219.8031,464316.5916
303.7559204,664,0,207.02005,0,1107.991943,0.814967096,48,3.175503969,0.731475532,0.026666667,0,15.60141373,0.166999996,0.179097876,0.625386834,0.101104155,0.094647922,1.819455147,2.232347012,-6.683363438,2.056229591,0,204305.2184,526191.4306
43.51460266,0,0,0,0,0,0.261625379,6,3.985050678,1.699931979,0.355503231,0.297822237,1.243918657,1.269000053,1.215079069,0.627455473,0.142092913,0.085954614,2.314636946,2.524751663,-8.606044769,2.136299372,0,231314.6884,477471.1239
0,0,0,0,0,0,0.225370258,1,4.137228489,1.910125732,0.037406486,0.058742035,-0.827429652,5.434000015,3.029312372,0.659923315,0.106119044,0.048624288,1.621949196,1.850518823,-6.950217724,1.812819004,0,263749.5708,531939.9907
217.0607758,0,0,42.89199829,0,0,0.997835517,12,7.536540985,1.514805079,0,0,-3,0,0,0.719685853,0.132586852,0.177120164,2.47501111,2.678539515,-6.413809299,2.436357737,0,170599.9162,440246.5421
173.1564789,0,0,42.89199829,0,80.22602844,0.882555485,25,3.241120338,1.411257148,0.009771987,0.426710099,-0.074459456,2.455499887,1.265229225,0.717125773,0.086776115,0.038705386,2.541087866,2.223835468,-6.707110882,1.907389164,0,211071.2358,536120.0025
0,0,322,455.0630188,0,3079.062988,0.557007134,96,0.396933168,0.396933168,0.22520107,0.00536193,0.094108127,0.195999995,0.587037206,0.374323964,0.104411624,0.204719171,2.315458775,2.633417606,-0.906376541,2.701622725,0,250324.0869,589000.537
172,4648,0,172,0,2255,0.969366908,54,3.722590208,1.049091101,0.51111114,0,1.954900861,0.842999995,0.300729811,0.376028001,0.066702336,0.168965325,2.415112734,2.001890898,-12.07257175,2.013317823,0,192712.297,530537.3837
217.6186523,0,0,0,0,0,0.337366879,15,2.172572136,1.60806191,0.138056979,0.158509865,-0.744430244,2.51699996,1.920168161,0.593423128,0.194109514,0.115075901,1.999925137,2.159218073,-6.765594959,2.45326829,0,243347.7314,570308.4006
43.46959305,0,0,0,61.92694473,0,0.959882557,25,5.974160671,0.711255491,0.414634138,0.048780486,-0.855007529,0.523999989,0.609520435,0.600562215,0.144260719,0.073735781,3.409552097,2.370709658,-3.843569279,2.108270407,0,195241.8027,519208.0132
0,0,0,0,0,3934.30127,0.905779481,14,1.988991499,0.772194326,0.051546391,0,9.838309288,0.160249993,0.271190703,0.427357137,0.107156895,0.087436244,1.897209287,2.945381641,-9.484559059,2.04523325,0,195858.529,534099.0899
0,0,0,0,0,0,0.798301458,22,2.152890205,0.947798014,0,0,-0.783223689,0.177000001,0.079236358,0.410367787,0.117550753,0.170575574,2.276152372,3.282372236,-6.553864002,3.86395359,0,266981.6961,521701.5299
730.3619995,4648,0,1019.332092,0,1846.970093,0.994850695,6,3.682096481,1.641764879,0,0,-1.462002754,0.120999999,0.037414435,0.688896716,0.024845591,0.116601609,1.617245078,2.272222757,-9.194069862,1.929669619,0,203348.1188,521548.8048
254.3794708,0,0,211.3600006,0,0,0.99321264,16,0.363803566,0.363803566,0.222222224,0,-1.443136811,0.268000007,0.358828962,0.652000606,0.106152602,0.126929,0.910909891,2.84543705,-9.829440117,2.093882561,0,204032.0377,432368.1754
0,0,0,0,152.3999939,0,0.627981961,21,4.028647423,1.414720416,0.256499141,0.185441941,0.173238516,0.437999994,1.128630996,0.66066879,0.059373308,0.136541277,1.325135112,2.213825464,-6.422467232,2.391000032,0,165731.6757,444916.1205
0,0,0,0,92.40694427,0,0.999546051,12,0.430465728,0.430465728,0,0,-3,0.435000002,0,0.467748225,0.146131575,0.0720829,0.893508494,2.426342726,-10.50196266,2.164922476,0,197725.8225,518008.4505
0,332,644,0,0,4264,0.345853478,27,3.160749912,0.910540521,0.273450822,0.21262081,-0.870968282,0.985499978,1.332414627,0.487774998,0.050129592,0.151002526,0.686711192,2.285580158,-7.139550686,1.746536374,0,207930.848,596217.0905
0,0,0,0,0,4961,0.716363609,87,0.984881163,0.910698771,0.826923072,0.012820513,0.881580055,1.206500053,0.48608461,0.380501777,0.030794393,0.185048223,0.815579653,2.577479124,-8.882120132,2.626677275,0,208396.3544,596297.9633
0,1328,0,0,60.20838547,2253.30127,0.349289685,77,3.357697725,0.537567616,0.095396295,0.115804464,-1.028477311,2.706500053,2.642348051,0.602613151,0.080674581,0.153858274,1.476315379,1.792147636,-5.441092968,2.300096273,0,196759.5622,533122.3464
0,0,0,830.0810547,0,4971.081055,0.782112837,121,0.138281405,0.138281405,0.680440784,0,-1.01813221,0.324000001,0.461663634,0.383380204,0.033440527,0.213179842,0.695887089,2.517296553,-5.676856041,3.355662584,0,212417.9456,593485.7964
430,25232,1933.23999,430,0,0,0.313990742,2,2.776302338,0.713046968,0.201868191,0.204462901,-0.722848892,0.374500006,1.471803069,0.43579042,0.032625534,0.151089549,0.612314641,2.454013824,-5.592356682,1.784028292,0,192038.072,533473.8457
0,0,0,0,0,0,0.086683415,2,1.031917334,0.83833611,0,0,-1.5,0.101999998,0.045585085,0.272216558,0.26333338,0.077176273,1.708442688,3.720526457,-5.862445354,3.258597851,0,209887.8608,469720.1456
0,0,0,0,0,0,0.957364321,7,0.764756739,0.764756739,0,0,-0.531416714,0.180999994,0.104605697,0.428356797,0.151309714,0.132966772,1.694187403,2.585393429,-7.502824783,2.368978262,0,266460.0203,523540.9893
0,0,0,0,0,0,0.972746313,11,0.302642584,0.302642584,0,0,-0.200371355,0.048999999,0.115469046,0.538654745,0.056822356,0.110401921,0.860848963,3.714450121,-8.529520988,3.006538868,0,203897.3206,520578.1593
0,0,0,0,0,0,0.980030715,44,1.687777162,1.229344845,0.03846154,0,1.644245863,0.098750003,0.311466873,0.53193599,0.043353941,0.066064559,1.321883559,2.486511946,-10.1326828,2.041595936,0,209549.3645,445773.6723
0,0,0,0,91.44000244,368.5752869,0.996212125,9,2.683694363,0.863068283,0,0.833333313,1.147649646,2.229749918,0.799355268,0.518415153,0.068220541,0.076575451,0.796463251,2.154009819,-8.156991959,1.798741698,0,205740.2057,515162.4874
0,0,0,0,0,0,0.623966932,7,8.413657188,1.526022673,0.269230783,0.197802201,-0.677504838,0.186000004,1.186171651,0.610557258,0.15983139,0.088309817,2.429636002,2.501170874,-7.602608681,2.327607155,0,233756.9088,536739.6796
686.1759644,1660,0,768.2999268,0,1844.699341,0.300595224,37,4.005278111,1.211052775,0.09544073,0.072948329,-1.034933329,3.049999952,3.701657534,0.446687639,0.056850638,0.141342029,1.764956713,2.326112986,-6.361207008,1.858213544,0,191567.0381,534597.9205
85.90799713,0,0,85.90799713,0,0,0.993932068,7,6.038161755,0.67120856,0,0,-1.025904059,0.104999997,0.009325234,0.671246111,0.030887788,0.096223921,2.399030447,2.213701725,-9.650795937,1.973001957,0,206422.8588,481102.1565
0,0,0,0,0,3194.480469,0.981549799,2,0.171286389,0.171286389,0,0,1.441902399,0.133000001,0.027116211,0.626215935,0.041600551,0.120590128,0.501465201,3.001147032,-8.01389122,2.10624361,0,241521.1857,574224.4273
0,0,0,0,0,533,0.764423072,4,0.225950003,0.225950003,0,0,0.730077863,0.172999993,0.084691517,0.169751421,0.066140287,0.134580642,1.22595489,3.988874435,-11.54687214,2.952568293,0,246891.3972,584806.372
0,0,0,2716.13501,0,3822.710205,0.363546789,118,0.297789097,0.297789097,0.190402478,0.012383901,0.50105691,0.165999994,0.56957531,0.300459743,0.074544862,0.20964779,1.119911075,2.344509363,-6.18976593,2.670504332,0,190100.2051,514233.1702
814.2492676,664,644,1145.345337,0,2955.095947,0.827639759,23,5.212405205,1.035376072,0.333333343,0.135135129,-0.514631033,0.298000008,0.930851638,0.54048413,0.094798669,0.108319126,2.536774397,2.291986942,-6.697974682,1.99837172,0,199550.9838,525354.8254
0,0,0,0,0,4960.575195,0.826957464,10,1.206171989,0.772809029,0.051652893,0,-0.155768692,0.330500007,0.243831143,0.429084659,0.052464765,0.135458529,0.617391169,1.848433614,-6.660852432,2.060748339,0,267891.1225,591128.8543
260.9251709,0,0,82.27400208,0,122.39077,0,41,7.296131134,1.076976538,0.769230783,0.115384616,-0.275847912,1.224750042,0.400308043,0.259077549,0.180880681,0.156496242,2.343501329,2.9367311,-5.519102097,2.568422794,0,162366.0257,479930.6322
42.27604675,0,0,289.0880127,0,4264.812012,0.945080101,6,5.42454052,0.311384231,0.166666672,0,1.196677089,0.213,0.427113503,0.654527485,0.054463141,0.059861008,1.167632818,2.642943859,-7.600543976,2.302201509,0,239147.3326,558415.3209
650.6599121,5312,0,42.87599945,0,0,0.519999981,44,0.554878354,0.554878354,0,0,4.827948093,0.114,0.199885547,0.527365327,0.090060145,0.201218545,0.995184302,2.915935993,-8.879131317,2.625931025,0,201897.4064,518865.2103
0,0,0,0,0,0,0.996285319,1,0.203233883,0.203233883,0,0,-0.829207122,0.067000002,0.0121918,0.768274426,0.011913909,0.034362029,0.565774024,2.943176746,-6.211648941,2.360625744,0,216775.2566,531173.0235
129.4226074,0,0,85.90799713,0,0,0.997220278,2,7.437436581,0.395097822,0,0,-0.693394065,0.167750001,0.01914419,0.590843797,0.114208065,0.043807738,2.054838419,2.398051023,-6.931929111,1.963160992,0,242338.4445,559037.876
169.5150452,0,0,2219.322021,0,2377.807129,0.644963145,77,0.451489389,0.451489389,0.349480957,0.006920415,-1.283713579,0.191,0.601542711,0.398222983,0.115682125,0.211416245,2.107497215,2.527839184,-6.185375214,2.526660919,0,251312.6763,588907.2432
0,0,0,0,0,0,0.668639064,3,4.173527241,0.507559061,0,0,0.761706054,0.165000007,0.094126746,0.639130175,0.04782632,0.026189921,1.288704872,2.80916214,-7.800260544,2.266523123,0,224215.4969,562699.328
0,0,0,0,0,4428,0.99854511,20,0.451159149,0.451159149,0,0,-1.5,0.144999996,0.026733249,0.603310645,0.079391725,0.112335488,0.702143013,2.328369617,-9.184606552,2.42579031,0,228972.5158,577336.3614
0,0,0,0,3630,0,0.990668714,0,0.103332803,0.103332803,0,0,0.502148509,0.147249997,0.04186254,0.681717753,0.050973948,0.156301543,0.786586165,2.439840317,-9.81373024,2.96728611,0,230791.364,605034.6484
775.0759277,0,0,842.3580933,0,1971.168579,0.725490212,26,4.692917824,0.992768466,0.010989011,0,3.33744359,0.2095,0.206684068,0.729150176,0.092413254,0.110359713,1.705225945,2.445864677,-8.554778099,2.391566753,0,194701.4749,529294.874
129.0584106,0,0,0,0,0,0.998885155,16,0.50632149,0.50632149,0,0,-3,0.148000002,0,0.63375175,0.132799238,0.131191298,1.680595398,2.703188658,-8.704312325,2.578011274,0,150236.3119,475945.6396
0,0,0,0,0,0,0.999390602,2,0.252560675,0.252560675,0,0,-3,0.169,0,0.580103517,0.052274913,0.093434624,0.565332592,2.378618479,-9.238233566,1.911824942,0,204013.4182,528347.0369
171.4519958,0,0,295.0380249,0,1230.58606,0.229864255,16,4.474502087,1.222066164,0.243902445,0.121951222,-1.186359882,1.029500008,2.165789366,0.576723278,0.144703969,0.132036448,1.782591581,2.240573883,-8.265989304,2.164925814,0,203465.47,526050.5123
0,0,0,0,0,0,0.997894764,7,0.271131575,0.271131575,0,0,-1.5,0.07,0.024239546,0.709868968,0.075382069,0.079648182,1.270545602,2.477229118,-8.171059608,1.845846176,0,233908.594,550202.0635
300.1499939,2656,0,211.7240448,0,41.1800499,0.11083281,2,6.774708271,1.826206803,0.146478876,0.111971833,-0.602791369,0.776750028,3.502529144,0.585555553,0.179229483,0.106846243,2.665899754,2.207173586,-6.200704575,1.810134888,0,204101.6843,486935.9987
0,0,0,0,0,0,0.315018326,0,5.959880829,0.556508303,0,0,-0.249413908,0.096000001,0.207644597,0.330428898,0.078316227,0.10181243,2.426585197,2.724318981,-10.13327599,1.971448779,0,175453.5175,457310.5305
0,0,0,0,0,0,0.998784959,0,5.211958408,1.575992942,0,0,-3,0.143000007,0,0.656716049,0.026661288,0.074012846,1.754161716,2.605621815,-8.997182846,2.115334511,0,236927.613,532591.1078
175.0399933,0,0,0,0,0,0.147859916,3,4.555878639,0.535046279,0.067922376,0.035958905,-1.288080692,1.803750038,3.345711231,0.714867294,0.061613549,0.066283882,1.317314267,2.391496897,-3.856351852,2.466308832,0,215742.7195,532699.3024
43.75999832,0,0,0,0,0,0.990752995,7,1.106458187,0.628980517,0,0,-0.180054158,0.181999996,0.049813122,0.642299235,0.016753566,0.071860246,0.357828766,2.888386488,-8.201731682,2.116592884,0,231330.5897,575453.1138
216.502655,0,0,0,0,0,0.117502056,16,2.057189941,1.111427546,0.295341909,0.158572838,0.064005077,0.389999986,1.215387821,0.621382356,0.034027811,0.101858854,0.824300706,2.242172718,-5.882452488,2.235546827,0,245823.1237,582168.9236
0,0,0,0,3630,0,0.871345043,3,0.372314066,0.372314066,0,0,-2,0.256000012,0.195999995,0.48596108,0.064386897,0.083978236,0.994996369,1.89251709,-6.831523895,2.431333065,0,227934.632,604823.481
252.1683044,0,0,252.1683044,0,3485,0.735031843,11,1.870124936,0.776543379,0,0,0.984584987,0.240250006,0.15616864,0.572726607,0.049305454,0.055076197,0.616925001,2.514387131,-7.102262974,2.387947083,0,224235.2321,562271.584
43.01947021,0,0,0,0,0,0,9,2.616713047,1.143339515,0.08791209,0.142857149,-0.846788228,2.166500092,2.321556091,0.530924141,0.12414974,0.115920663,1.402741075,2.704436779,-12.35922527,2.006271124,0,198462.5966,516698.3203
85.74407196,0,0,83.91407776,0,4510.37207,0.506152153,6,3.639493942,0.945084929,0.018120045,0.08720272,-0.637915492,4.492499828,2.972866297,0.631958425,0.067883655,0.120058253,1.243656754,2.29121089,-7.251368046,2.703460455,0,204174.5968,522698.1573
0,2988,0,0,0,3813,0.362549812,39,2.870289564,1.097719908,0.203571424,0.128571436,-1.112742186,1.595749974,2.081905842,0.493409693,0.039622448,0.130603597,1.738394737,2.47585535,-6.786487103,1.993170023,0,191079.8468,534534.3892
0,0,0,0,0,0,0.997030437,0,0.232698783,0.232698783,0,0,-0.801546335,0.141249999,0.019740503,0.650241792,0.05468753,0.169298142,0.692858279,2.490371466,-8.195817947,2.418622494,0,235382.6627,575176.874
127.0560989,332.7260132,0,127.0560989,0,164,0.99356395,10,4.897982597,1.003755927,0,0,1.068024993,0.125,0.043800686,0.634118676,0.041477371,0.105138451,1.618330956,2.068652868,-7.737844467,2.273596048,0,214940.9808,594234.8763
252.3041992,0,0,252.3041992,0,369,0.881403506,1,7.6921978,0.441777259,0,0,7.061941147,0.150999993,0.096546516,0.623432875,0.038359188,0.087921746,0.952450037,2.797612429,-8.420755386,2.133197546,0,243575.9181,576007.0549
175.0399933,0,0,0,60.95999908,246,0.267185479,35,7.570059776,0.938603044,0.006082725,0.001824818,0.425605685,10.01399994,3.618061066,0.498908401,0.123978354,0.097188219,3.111176491,1.931478262,-1.700177312,1.58436358,0,203236.5212,519819.6768
0,0,0,0,0,0,0.680412352,1,0.080451243,0.080451243,0,0,0.52961123,0.209999993,0.194125175,0.516617477,0.028173689,0.112670563,0.30432409,2.525964975,-7.960817337,2.643002272,0,170571.2498,487397.7325
175.2559052,0,0,0,0,286.1506042,0.659277499,37,5.680485725,0.985892236,0.212048188,0.062650606,0.791192412,0.252999991,0.60495311,0.684123278,0.203924239,0.157287389,2.06150198,2.111421108,-5.903271675,2.145553112,0,153466.3299,491611.2095
0,0,0,0,0,3400.0271,0.131437764,70,0.608119905,0.608119905,0.394070417,0.039530575,-1.339280486,0.238499999,0.666474521,0.212209001,0.072486453,0.201322585,1.718595028,3.45339942,-4.239261627,2.996428251,0,196338.0547,532179.9194
0,0,0,0,0,0,0.047393367,19,0.737345159,0.737345159,0.264550269,0.005291005,-0.586618662,0.214249998,0.536057889,0.567676604,0.110703506,0.115325108,1.658914685,2.881793976,-9.818870544,2.472594976,0,225332.0672,578236.1631
348.4185181,0,0,247.4200592,0,411.4200439,0.642857134,30,1.102079988,1.102079988,0.309090912,0.101010099,-0.798090219,0.221000001,0.760713577,0.610662341,0.157783478,0.110082522,1.938764334,2.344877243,-10.17989445,2.395307064,0,204254.3108,525924.9834
0,0,0,0,0,0,0.999271154,0,0.055136774,0.055136774,0,0,-3,0.116999999,0,0.706044912,0.011130477,0.103231706,0.441563129,2.2593894,-4.545545578,2.773211718,0,255259.3416,548015.8492
173.3242645,0,0,0,0,0,0.729043186,17,4.693352222,0.712257326,0.00625,0.015625,-1.227509975,0.415250003,4.133299828,0.620180488,0.036787055,0.111752197,1.866967559,2.646274328,-8.990042686,1.922788382,0,263928.1859,520722.8285
218.9212646,0,0,0,0,328,0.394444436,12,0.368771315,0.368771315,0,0,-0.025846662,0.173250005,0.108889155,0.427488744,0.107998088,0.150134504,0.795728505,3.114906073,-6.228797436,3.041020393,0,231481.2379,577521.6965
0,0,0,0,0,0,0.99776119,28,0.976264656,0.976264656,0,0,-1.5,0.184499994,0.00725718,0.606395006,0.075942405,0.129117921,0.989107609,2.771542072,-9.149551392,2.14020896,0,181418.5833,447663.0458
0,0,0,0,0,0,0.693333328,22,4.418971539,1.105845213,0.389632106,0.377926409,-0.468106776,1.22300005,0.819378853,0.642118335,0.088200696,0.183996603,1.135994554,2.18309021,-7.055951595,1.634711027,0,205101.1428,429983.571
42.20807266,0,0,1047.331299,0,1249.729004,0.317776263,24,1.206932068,0.824432135,0.203219309,0.199195176,-0.052463494,0.372249991,1.405104756,0.202064395,0.238083258,0.198770016,3.000257254,2.0345366,-7.367285252,2.39008975,0,184812.1493,510126.3704
0,0,0,0,0,492,0,25,0.811577141,0.811577141,0,0,0.371412545,0.044750001,0.026105255,-0.090791784,0.14006722,0.064893879,2.318914413,3.615787506,-15.3334837,3.402160168,0,208919.1351,595691.5479
215.8239899,0,0,84.54399872,30.47999954,0,0.998827696,0,0.120411679,0.120411679,0,0,-3,0.125,0,0.700184107,0.05318743,0.163253605,0.730055273,2.809338331,-8.165781975,2.165909052,0,149292.3492,476083.8967
43.20199966,0,0,0,0,0,0.968715072,14,4.639260769,0.871492147,0.142857149,0,2.045253038,0.099749997,0.500132918,0.743467629,0.044245351,0.052343685,1.233501196,2.252857208,-5.783574104,2.259592772,0,216478.2347,533150.874
4164.164063,2324,0,4246.344238,30.78747177,246.1800537,0.129666567,4,3.258342266,0.782410562,0.06745252,0.013425017,-1.418672919,1.266499996,5.445899963,0.646954715,0.032112554,0.108600289,0.96471554,1.922504306,-4.62749958,2.190489769,0,195416.6097,529090.6487
388.2727661,0,0,257.4759827,0,0,0.802165329,3,7.176007748,1.428226948,0.298507452,0.343283594,-0.542270124,1.5,1.065736771,0.613141656,0.16551058,0.152953893,2.980103493,2.241576195,-2.545095205,2.089164495,0,257526.5932,495071.5442
0,0,0,0,0,0,0,9,0.350385338,0.350385338,0,0,-0.227708533,0.032000002,0.138385758,0.302771002,0.169168711,0.149074063,1.555192471,3.508271217,-10.32327557,2.724206448,0,224668.2154,557737.4891
217.059906,0,0,42.95399857,0,0,0.308685452,1,6.70524168,0.984269559,0.021222411,0.057724956,-1.130108237,3.250499964,4.147582531,0.623538554,0.086393319,0.050386671,1.896349788,1.772187114,-6.354633808,2.013378143,0,218768.4485,519433.4231
130.408783,0,0,0,0,0,0.562753022,62,3.034530401,0.696085572,0.185185179,0.074074075,1.573066354,0.277249992,0.824644268,0.327747613,0.136133105,0.086068608,2.337372303,2.597741842,-10.31732178,2.418856621,0,267824.2072,574907.2457
0,0,0,0,0,0,0.999267936,3,0.257789612,0.257789612,0,0,-3,0.105999999,0,0.570340276,0.018664965,0.112327524,0.549195051,2.954598665,-8.259943962,1.969093323,0,181964.7546,447429.1088
168.3840027,0,0,168.3840027,0,409.4780579,0.060606062,36,0.480547935,0.480547935,0,0,-1.5,0.194000006,0.023342855,0.486279815,0.178817064,0.09850727,1.428999901,2.304631948,-9.143185616,2.361264706,0,203688.1226,530049.3552
0,0,0,0,0,368.5752869,0,25,0.792575777,0.792575777,0,0,-1.5,0.103,0.022050448,-0.207731038,0.176048279,0.069626197,2.603744507,3.333875895,-16.00609016,2.462604523,0,184453.9234,495728.5694
